event_date,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,admin1,admin2,admin3,location,source_scale,notes,fatalities
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Bolivar,Cartagena de Indias,,Cartagena,National,"On 5 May 2021, in Cartagena, Bolivar department, for the eighth day, a group of citizens participated in an anti-government protest throughout the city organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Soacha,,Soacha,National,"On 5 May 2021, in Soacha, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Sopo,,Sopo,National,"On 5 May 2021, in Sopo, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,La Guajira,Riohacha,,Riohacha,National,"On 5 May 2021, in Riohacha, La Guajira department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Tocancipa,,Tocancipa,National,"On 5 May 2021, in Tocancipa, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Cajica,,Cajica,National,"On 5 May 2021, in Cajica, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Cogua,,Cogua,National,"On 5 May 2021, in Cogua, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Fusagasuga,,Fusagasuga,National,"On 5 May 2021, in Fusagasuga, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Madrid,,Madrid,National,"On 5 May 2021, in Madrid, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Gachancipa,,Gachancipa,National,"On 5 May 2021, in Gachancipa, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Guasca,,Guasca,National,"On 5 May 2021, in Guasca, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,Magdalena,Santa Marta,,Santa Marta,National,"On 5 May 2021, in Santa Marta, Magdalena department, citizens participated in an anti-government demonstration organized by the CNP. The group threw stones towards police officers and clashes between rioters and ESMAD police forces took place. It was reported that demonstrators looted around five supermarkets, burned a CAI, and damaged cameras. The group joined a nationwide strike to demand improvements in health, education, security, among other issues in different areas of the city. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,La Calera,,La Calera,National,"On 5 May 2021, in La calera, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Alban,,Alban,National,"On 5 May 2021, in Alban, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Pacho,,Pacho,National,"On 5 May 2021, in Pacho, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Tena,,Tena,National,"On 5 May 2021, in Tena, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee; Students (Colombia),5,,,0,50,Santander,Bucaramanga,,Bucaramanga,National,"On 5 May 2021, in Bucaramanga, Santander department, thousands of students set fire to tires after joining in an anti-government demonstration organized by the CNP. The group blocked the highway 30, Morrorico neighborhood. The group joined a nationwide strike to demand improvements in health, education, security, among other issues in different areas of the city. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. [size=thousands]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Guacheta,,Guacheta,National,"On 5 May 2021, in Guacheta, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Simijaca,,Simijaca,National,"On 5 May 2021, in Simijaca, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cundinamarca,Tenjo,,Tenjo,National,"On 5 May 2021, in Tenjo, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-),Civilians (Colombia); Labour Group (Colombia),1,15,Santander,Bucaramanga,,Bucaramanga,National,"On 5 May 2021, in Bucaramanga, Santander department, for the eighth consecutive day, a group of citizens participated in an anti-government demonstration organized by the CNP. A demonstrator was beaten up by police officers who were on motorcycles during a demonstration in Floridablanca. In addition, it was reported that dozens of stores were attacked during the demonstration. The group joined a nationwide strike to demand improvements in health, education, security, among other issues in different areas of the city. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,,,0,50,Valle del Cauca,Palmira,,Palmira,National,"On 5 May 2021, around Palmira municipality, Valle del Cauca department, a group of people set fire to the city highway tollbooth during an anti-government demonstration organized by the CNP. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Teachers (Colombia),6,,,0,60,Cordoba,Monteria,,Monteria,National,"On 5 May 2021, in Monteria, Cordoba department, a group of people, including teachers, participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,,,0,50,Sucre,Sincelejo,,Sincelejo,National,"On 5 May 2021, between Sincelejo and Corozal municipalities, Sucre department, a group of citizens participated in an anti-government demonstration organized by the CNP. A riot took place and unidentified people set fire and stones towards toll booths, destroying them. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Students (Colombia),6,,,0,60,Bolivar,Cartagena de Indias,,Bayunca,National,"On 5 May 2021, in Bayunca, Bolivar department, a group of students participated in an anti-government protest against the lack of educational and employment opportunities for young people. The group joined a nationwide strike organized by the National Strike Committee to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Bolivar,Maria la Baja,,Maria La Baja,National,"On 5 May 2021, in Maria La Baja, Bolivar department, at least 500 citizens participated in an anti-government demonstration organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=at least 500]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Students (Colombia); Labour Group (Colombia),6,,,0,60,Bolivar,Magangue,,Magangue,National,"On 5 May 2021, in Magangue, Bolivar department, a group of citizens, including students and union movements members, participated in an anti-government demonstration Tarima de San Martin. The group joined a nationwide strike organized by the National Strike Committee to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Students (Colombia); Indigenous Group (Colombia); CUT: Central Union of Workers; Teachers (Colombia); Farmers (Colombia); Labour Group (Colombia),6,,,0,60,Norte de Santander,Cucuta,,Cucuta,Subnational,"On 5 May 2021, in Cucuta, Norte de Santander department, for the eighth consecutive day, over 3,000 of students, teachers, indigenous people, peasants, and members of union movements participated in an anti-government demonstration towards organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=over 3,000]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Norte de Santander,Tibu,,Tibu,Subnational,"On 5 May 2021, in Tibu, Norte de Santander department, for the eighth consecutive day, citizens participated in an anti-government demonstration organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Labour Group (Colombia),6,,,0,60,Norte de Santander,Pamplona,,Pamplona,Subnational,"On 5 May 2021, in Pamplona, Norte de Santander department, for the third consecutive day, truck drivers continued to block the La Panamericana highway as part of an anti-government demonstration organized by the National Strike Committee. According to them, they will keep the blockade until next Sunday. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Norte de Santander,Ocana,,Ocana,Subnational,"On 5 May 2021, in Ocana, Norte de Santander department, for the eighth consecutive day, a massive group of people participated in an anti-government demonstration organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=massive]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Norte de Santander,Puerto Santander,,Puerto Santander,Subnational,"On 5 May 2021, in Puerto Santander, Norte de Santander department, for the eighth consecutive day, citizens participated in an anti-government demonstration organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,Santander,Barrancabermeja,,Barrancabermeja,International,"On 5 May 2021, in Barrancabermeja, Santander department, a group of citizens participated in an anti-government demonstration near La Liazama toll booth. Demonstrators threw stones towards ESMAD police forces, who forcibly reacted using tear gas. The group joined a nationwide strike organized by the CNP to demand improvements in health, education, security, among other issues. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,Santander,Giron,,Giron,International,"On 5 May 2021, in Giron, Santander department, for the eighth consecutive day, citizens participated in an anti-government demonstration in the Balcones de Galicia, Villamil, and Portal Campestre neighborhoods. There was a clash between demonstrators and ESMAD police forces. One officer had his eye hit by fragments of glass and was taken to hospital. The group joined a nationwide strike organized by the CNP to demand improvements in health, education, security, among other issues. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-),,1,15,Santander,El Playon,,El Playon,International,"On 5 May 2021, in El Playon, Santander department, a group of people participated in an anti-government demonstration organized by the CNP. A riot took place and unidentified people threw stones towards toll booths, destroying them. Two police officers were injured and taken to hospital. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Civilians (Colombia),Health Workers (Colombia),7,57,Santander,Barrancabermeja,,Barrancabermeja,International,"On 5 May 2021, in Barrancabermeja, Santander department, an ambulance was trying to cross a demonstration and was attacked by a group of rioters near La Lizama toll booth. Demonstrators threw stones towards the vehicle and a patient was hit in the head and body. The group joined a nationwide strike organized by the CNP to demand improvements in health, education, security, among other issues. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Santander,Sabana de Torres,,Sabana De Torres,International,"On 5 May 2021, in Sabana De Torres, Santander department, over 200 citizens participated in an anti-government demonstration organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=over 200]",0
5-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,Santander,Piedecuesta,,Piedecuesta,International,"On 5 May 2021, in Piedecuesta, Santander department, for the seventh consecutive day, a group of young citizens participated in an anti-government demonstration in the La Normal sector. Nearly 20 people threw stones and other objects towards ESMAD police forces. One policeman was injured and taken to hospital. The group joined a nationwide strike organized by the CNP to demand improvements in health, education, security, among other issues. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. [size=nearly 20]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Teachers (Colombia); Labour Group (Colombia),6,,,0,60,Santander,San Gil,,San Gil,International,"On 5 May 2021, in San Gil, Santander department, over 300 citizens from union movements, teachers, among others, participated in an anti-government demonstration organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=over 300]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Puente Aranda,National,"On 5 May 2021, in Bogota-Puente Aranda, Bogota, D.C, a group of people participated, in the morning, in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Santa Fe,National,"On 5 May 2021, in Bogota-Santa Fe, Bogota, D.C, a group of protesters marched near Los Hippies Park, in the afternoon, in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Students (Colombia),6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Chapinero,National,"On 5 May 2021, in Bogota-Chapinero, Bogota, D.C, a group of protesters, including students, joined in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Fontibon,National,"On 5 May 2021, in Bogota-Fontibon, Bogota, D.C, a massive group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues in different areas of the city. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=a massive group]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Ciudad Bolivar,National,"On 5 May 2021, in Bogota-Ciudad Bolivar, Bogota, D.C, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues in different areas of the city. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Suba,National,"On 5 May 2021, in Bogota-Suba, Bogota, D.C, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Kennedy,National,"On 5 May 2021, in Bogota-Kennedy, Bogota, D.C, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - San Cristobal,National,"On 5 May 2021, in Bogota-San Cristobal, Bogota, D.C, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,,,0,50,"Bogota, D.C.","Bogota, D.C.",,Bogota - Puente Aranda,National,"On 5 May 2021, in Bogota-Puente Aranda, Bogota, D.C, a group of people set fire to tires and other objects, in the evening, after joining in an anti-government demonstration. The Autopista Sur road was blocked by them. The group joined a nationwide strike organized by the CNP to demand improvements in health, education, security, among other issues in different areas of the city. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Teusaquillo,National,"On 5 May 2021, in Bogota-Teusaquillo, Bogota, D.C, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Los Martires,National,"On 5 May 2021, in Bogota-Los Martires, Bogota, D.C, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Rafael Uribe Uribe,National,"On 5 May 2021, in Bogota-Rafael Uribe Uribe, Bogota, D.C, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Santa Fe,National,"On 5 May 2021, in Bogota-Santa Fe, Bogota, D.C, nearly 500 protesters gathered at different places and marched towards the Bolivar Square, in the morning, joining in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=nearly 500]",0
5-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,"Bogota, D.C.","Bogota, D.C.",,Bogota - La Candelaria,National,"On 5 May 2021, in Bogota-La Candelaria, Bogota, D.C, a large group of people demonstrated after joining in an anti-government demonstration. There were clashes between rioters and ESMAD police forces took place near Bolivar Square. Demonstrators tried to attack the Capitol. The group joined a nationwide strike organized by the CNP to demand improvements in health, education, security, among other issues in different areas of the city. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. [size=a large group]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Usaquen,National,"On 5 May 2021, in Bogota-Usaquen, Bogota, D.C, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Santander,Guepsa,,Guepsa,Subnational,"Around 5 May 2021 (week of), in Guepsa (Santander), protesters rallied as part of nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform and to demand improvements in health, education, security, among other issues. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Santander,Simacota,,Simacota,Subnational,"Around 5 May 2021 (week of), in Simacota (Santander), protesters rallied as part of nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform and to demand improvements in health, education, security, among other issues. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Santander,Hato,,Hato,Subnational,"Around 5 May 2021 (week of), in El Hato (Santander), protesters rallied as part of nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform and to demand improvements in health, education, security, among other issues. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Santander,Gambita,,Gambita,Subnational,"Around 5 May 2021 (week of), in Gambita (Santander), protesters rallied as part of nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform and to demand improvements in health, education, security, among other issues. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Santander,Barichara,,Barichara,Subnational,"Around 5 May 2021 (week of), in Barichara (Santander), protesters rallied as part of nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform and to demand improvements in health, education, security, among other issues. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Santander,Coromoro,,Coromoro,Subnational,"Around 5 May 2021 (week of), in Coromoro (Santander), protesters rallied as part of nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform and to demand improvements in health, education, security, among other issues. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Santander,Pinchote,,Pinchote,Subnational,"Around 5 May 2021 (week of), in Pinchote (Santander), protesters rallied as part of nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform and to demand improvements in health, education, security, among other issues. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Santander,Guaca,,Guaca,Subnational,"Around 5 May 2021 (week of), in Guaca (Santander), protesters rallied as part of nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform and to demand improvements in health, education, security, among other issues. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Santander,Mogotes,,Mogotes,Subnational,"Around 5 May 2021 (week of), in Mogotes (Santander), protesters rallied as part of nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform and to demand improvements in health, education, security, among other issues. [size=no report]",0
5-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Santander,Curiti,,Curiti,Subnational,"Around 5 May 2021 (week of), in Curiti (Santander), protesters rallied as part of nationwide anti-government demonstrations called by the National Strike Committee. They protested against a tax reform and to demand improvements in health, education, security, among other issues. [size=no report]",0
